survey_info	date	starttime	townname	towncode	respid	demographics	male	age	hhsize	education	religion	tribe	dialect	society	readnews	occupation	employed	income_personal	income_personal_unit	income_hh	income_hh_unit	phone	numrooms	assets_roof	assets_walls	assets_fuel	assets_water	reside_unit	own_house	rel_town_bigman	rel_govt_bigman	rel_pol_officer	rel_pol_officer_who	community	comm_help	days_comm_work	cgroups	trust_keys	trust_community	town_chair_pplsame	town_chair_corr	town_chair_open	crime_victimization	armedrob_any	armedrob_num	armedrob_any_des	armedrob_report	armedrob_pol_satisfied	burglary_any	burglary_num	burglary_any_des	burglary_report	burglary_pol_satisfied	aggassault_any	aggassault_num	aggassault_any_des	aggassault_report	aggassault_pol_satisfied	simpleassault_any	simpleassault_num	simpleassault_any_des	simpleassault_report	simpleassault_pol_satisfied	sexual_any	sexual_num	sexual_any_des	sexual_report	sexual_pol_satisfied	domestic_phys_any	domestic_phys_num	domestic_phys_any_des	domestic_phys_report	domestic_phys_pol_satisfied	domestic_verbal_any	domestic_verbal_num	domestic_verbal_any_des	domestic_verbal_report	domestic_verbal_pol_satisfied	land_any	land_num	land_any_des	land_report	land_pol_satisfied	other_any	other_num	other_any_des	other_report	other_pol_satisfied	carmedrob_any	carmedrob_num	carmedrob_any_des	carmedrob_report	cburglary_any	cburglary_num	cburglary_any_des	cburglary_report	caggassault_any	caggassault_num	caggassault_any_des	caggassault_report	csimpleassault_any	csimpleassault_num	csimpleassault_any_des	csimpleassault_report	csexual_any	csexual_num	csexual_any_des	csexual_report	cdomestic_phys_any	cdomestic_phys_num	cdomestic_phys_any_des	cdomestic_phys_report	cdomestic_verbal_any	cdomestic_verbal_num	cdomestic_verbal_any_des	cdomestic_verbal_report	cland_any	cland_num	cland_any_des	cland_report	cother_any	cother_num	cother_any_des	cother_report	cmurder_any	cmurder_num	cchildabuse_any	cchildabuse_num	mobviol1	mobviol2	mobviol3	knowledge	know_law_suspect	know_law_statrape	know_law_childsup	know_law_habeasc	know_law_lawyer	know_law_fees	know_law_bondfee	know_law_complain	know_report_misconduct	know_cwt_petty	know_cwt_violent	know_cwt_beat	know_cwt_cutlass	know_wacps	know_wacps_name	know_psd	know_psd_name	know_csd_name	know_report_station	know_localcommander	know_anyofficer	know_policenumber	perceptions	pol_care	pol_heart	pol_empathy	polint_corrupt	polint_digresp	polint_decfact	polint_quality	polcaseserious	polcaserespect	polcasefair	suspect_fairtreat	suspect_avoidprosec	polcap_timely	polcap_investigate	satis_trust	satis_general	responsive_listen	responsive_act	cep_giveninfo_6m	police_abuse	bribe_freq	bribe_whatfor	bribe_whatfor_other	bribe_amt	bribe_amt_unit	policeabuse_phys_any	policeabuse_phys_num	policeabuse_phys_report	policeabuse_verbal_any	policeabuse_verbal_num	policeabuse_verbal_report	policeabuse_phys_des	cooperation	name_witness	identify_hideout	identify_ghetto	guide_police	give_testimony	burglaryres	dviolres	armedrobres	murderres	mobviolres	checkpoint_report	checkpoint_report_where	dutydrink_report	dutydrink_report_where	policebeating_report	policebeating_report_where	contact_pol_susp_activity	contact_pol_find_suspect	give_info_pol_investigation	testify_police_investigation	fear_violent	fear_nonviolent	feared_walk	feared_home	whosecure	hssecure	hsimprove2017	cmob_any	cmob_num	criot_any	criot_num	norms	reportnorm_theft	reportnorm_abuse	reportnorm_land	obeynorm	govt_legitimacy	legit_trust	legit_dem	legit_respect	legit_all	vote2017	party2017	compliance_patrol	compliance_freq	cwteam	cwteamnightpatrol	compliance_meeting	conclusion	endtime	willshare	distractions	angry
	"22aug2017"	"09:41"	"1001-POINT 4 COMMUNITY"	1001	10011201		"2-Female"	55	9	"2-Completed ABC"	"1-Christian"	"11-Kru"	"88-Other"	"N"	"N"	"1-Petty business"	"5-Unemployed"	1000	"1-LD"	2000	"1-LD"	"Y"	4	"4-Zinc or metal"	"88-Other"	"2-Coal"	"3-Well"	"2-4 to 10 years"	"Y"	"N"	"N"	"N"	""		"1-Disagree"	0	0	"Y"	"1-Disagree"	"1-Disagree"	"4-Strongly agree"	"0-Strongly disagree"		0		""	""	""	1	2	"At night, a criminal came to place and tried to pull my window and did not enter to carry anything but the other time they stole my bucket, phone and coal pot from the house."	"0-Nowhere"	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	"N"	""	"N"	""	"3-Justified"	"3-Justified"	"3-Justified"		"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"0-False"	"0-False"	"1-True"	"1-Police Commander"	"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"N"	"1-True"	"N"	"N"	"Y"	"N"	"Y"	"N"		"1-Disagree"	"1-Disagree"	"1-Disagree"	"3-Agree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"2-Neither agree nor disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"3-Agree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"N"		"1-None"	""	""		""	"N"		""	"N"		""	""		"4-Very likely"	"4-Very likely"	"4-Very likely"	"3-Likely"	"3-Likely"	"3-Community chairman or elders"	"3-Community chairman or elders"	"3-Community chairman or elders"	"1-Police"	"3-Community chairman or elders"	"2-Unlikely"	""	"3-Likely"	"2-Police staion or police comm"	"3-Likely"	"2-Police staion or police comm"	"N"	"N"	"N"	"N"	"3-Very worried"	"3-Very worried"	"0-Never"	"2-Worried"	"4-Ourselves"	"2-Sure"	"Y"	"N"		"N"			"3-Agree"	"1-Disagree"	"1-Disagree"	"1-Disagree"		"1-Just a little"	"1-Not satisfied"	"3-Agree"	"3-Agree"	"1-Yes"	"4-CDC"	"5-Less than seasonally or never"	"5-Less than seasonally or never"	"Y"	"0-No"	"Y"		""	""	""	""
	"22aug2017"	"10:40"	"1001-POINT 4 COMMUNITY"	1001	10011202		"2-Female"	47	4	"1-Some ABC"	"1-Christian"	"11-Kru"	"10-Kru"	"N"	"N"	"14-Other"	"1-Employed full time"	1500	"1-LD"	2000	"1-LD"	"Y"	2	"4-Zinc or metal"	"88-Other"	"2-Coal"	"3-Well"	"1-1 to 3 years"	"Y"	"N"	"N"	"N"	""		"1-Disagree"	0	0	"Y"	"1-Disagree"	"1-Disagree"	"97-Do not know"	"1-Disagree"		0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0	""	""	""	1	"2-Two to three times"	"The criminal burglarized her house and entered took her TV and labtop"	"0-Nowhere"	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	"N"	""	"N"	""	"1-Not justified"	"1-Not justified"	"1-Not justified"		"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"0-False"	"0-False"	"1-True"	"1-Police Commander"	"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"N"	"0-False"	""	"N"	"Y"	"N"	"Y"	"N"		"1-Disagree"	"1-Disagree"	"1-Disagree"	"3-Agree"	"1-Disagree"	"3-Agree"	"1-Disagree"	"3-Agree"	"3-Agree"	"1-Disagree"	"3-Agree"	"3-Agree"	"1-Disagree"	"3-Agree"	"3-Agree"	"3-Agree"	"1-Disagree"	"1-Disagree"	"N"		"1-None"	""	""		""	"N"		""	"N"		""	""		"3-Likely"	"3-Likely"	"3-Likely"	"3-Likely"	"3-Likely"	"1-Police"	"1-Police"	"1-Police"	"1-Police"	"1-Police"	"3-Likely"	"2-Police staion or police comm"	"3-Likely"	"2-Police staion or police comm"	"3-Likely"	"1-Community leaders"	"N"	"N"	"N"	"N"	"2-Worried"	"2-Worried"	"2-Worried"	"2-Worried"	"4-Ourselves"	"2-Sure"	"N"	"N"		"N"			"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"		"1-Just a little"	"2-Satisfied"	"3-Agree"	"3-Agree"	"1-Yes"	"97-Do not know"	"5-Less than seasonally or never"	"5-Less than seasonally or never"	"Y"	"0-No"	"N"		""	""	""	""
	"22aug2017"	"11:47"	"1001-POINT 4 COMMUNITY"	1001	10011203		"1-Male"	37	11	"88-Other"	"1-Christian"	"7-Grebo"	"88-Other"	"N"	"N"	"11-Skilled trade"	"2-Employed part time"	35	"2-USD"	75	"2-USD"	"Y"	4	"4-Zinc or metal"	"4-Cement/Mud and cement"	"2-Coal"	"3-Well"	"1-1 to 3 years"	"N"	"N"	"N"	"N"	""		"1-Disagree"	0	0	"Y"	"3-Agree"	"1-Disagree"	"3-Agree"	"1-Disagree"		0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	"N"	""	"N"	""	"1-Not justified"	"1-Not justified"	"1-Not justified"		"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"0-False"	"0-False"	"1-True"	"88-Other"	"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"Y"	"1-True"	"Y"	"Y"	"Y"	"Y"	"Y"	"Y"		"1-Disagree"	"1-Disagree"	"1-Disagree"	"4-Strongly agree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"Y"		"1-None"	""	""		""	"N"		""	"N"		""	""		"1-Very unlikely"	"1-Very unlikely"	"1-Very unlikely"	"3-Likely"	"2-Unlikely"	"0-Nowhere"	"3-Community chairman or elders"	"1-Police"	"1-Police"	"4-Community watch group"	"2-Unlikely"	""	"2-Unlikely"	""	"3-Likely"	"3-Any other government agency"	"Y"	"N"	"Y"	"N"	"0-Not at all worried"	"0-Not at all worried"	"0-Never"	"0-Never"	"2-CWT"	"2-Sure"	"Y"	"Y"	10	"N"			"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"		"1-Just a little"	"3-Very satisfied"	"3-Agree"	"4-Strongly agree"	"1-Yes"	"7-UP"	"5-Less than seasonally or never"	"5-Less than seasonally or never"	"Y"	"4-Yes (less than monthly)"	"Y"		""	""	""	""
	"22aug2017"	"13:21"	"1001-POINT 4 COMMUNITY"	1001	10011204		"2-Female"	42	4	"5-Some high school"	"1-Christian"	"7-Grebo"	"6-Grebo"	"N"	"Y"	"1-Petty business"	"5-Unemployed"	18500	"1-LD"	18500	"1-LD"	"Y"	4	"3-Tarp or plastic"	"88-Other"	"2-Coal"	"3-Well"	"3-More than 10 years"	"N"	"N"	"N"	"Y"	"1-Regular LNP;2-PSU or ERU"		"3-Agree"	0	2	"Y"	"3-Agree"	"1-Disagree"	"3-Agree"	"1-Disagree"		0		""	""	""	1	1	"The criminal opened the window and used a stick to fish my phone."	"0-Nowhere"	""	1	2	"My boyfriend who sells at night on his way was attacked by some bad boys in the community took his phones and money."	"0-Nowhere"	""	0		""	""	""	0		""	""	""	0		""	""	""	1	1	"A lady and I have serious argument about dishes business and we insulted each other."	"0-Nowhere"	""	0		""	""	""	0		""	""	""	0	""	""	""	1	"3-Four to five times"	"The criminal entered the house and stole her pots and other things that are important."	"0-Nowhere"	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	"N"	""	"N"	""	"1-Not justified"	"1-Not justified"	"1-Not justified"		"1-True"	"0-False"	"0-False"	"1-True"	"1-True"	"0-False"	"0-False"	"1-True"	"1-Police Commander"	"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"Y"	"1-True"	"N"	"N"	"Y"	"N"	"Y"	"N"		"3-Agree"	"3-Agree"	"3-Agree"	"1-Disagree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"1-Disagree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"1-Disagree"	"N"		"1-None"	""	""		""	"N"		""	"N"		""	""		"3-Likely"	"3-Likely"	"3-Likely"	"3-Likely"	"4-Very likely"	"1-Police;3-Community chairman or elders"	"3-Community chairman or elders"	"1-Police;3-Community chairman or elders"	"1-Police;3-Community chairman or elders"	"1-Police;3-Community chairman or elders"	"3-Likely"	"2-Police staion or police comm"	"3-Likely"	"2-Police staion or police comm"	"3-Likely"	"1-Community leaders"	"N"	"N"	"N"	"N"	"3-Very worried"	"3-Very worried"	"0-Never"	"0-Never"	"2-CWT"	"2-Sure"	"N"	"N"		"N"			"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"		"2-Somewhat"	"2-Satisfied"	"3-Agree"	"1-Disagree"	"1-Yes"	"7-UP"	"4-Seasonally"	"4-Seasonally"	"Y"	"1-Yes (nightly)"	"Y"		""	""	""	""
	"22aug2017"	"09:45"	"1001-POINT 4 COMMUNITY"	1001	10011501		"2-Female"	27	5	"3-Some junior high"	"1-Christian"	"6-Gola"	"5-Gola"	"N"	"Y"	"0-None"	"5-Unemployed"	0	"88-N/A"	2000	"1-LD"	"Y"	5	"4-Zinc or metal"	"88-Other"	"2-Coal"	"3-Well"	"2-4 to 10 years"	"N"	"N"	"N"	"Y"	"1-Regular LNP"		"3-Agree"	3	0	"Y"	"3-Agree"	"0-Strongly disagree"	"4-Strongly agree"	"0-Strongly disagree"		0		""	""	""	1	1	"The burglary came and bust at night but she woke up and shout and they run away."	"0-Nowhere"	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0	""	""	""	1	"2-Two to three times"	"The burglary came and bust my neighbour door and took video set and other valuable materials."	"0-Nowhere"	1	"5-More than ten times"	"The thief came to steal but the man saw them and they attack him with a weapon it happen in the afternoon."	"0-Nowhere"	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	"N"	""	"N"	""	"1-Not justified"	"1-Not justified"	"1-Not justified"		"0-False"	"1-True"	"0-False"	"1-True"	"1-True"	"1-True"	"1-True"	"1-True"	"1-Police Commander"	"1-True"	"1-True"	"1-True"	"1-True"	"1-True"	"Y"	"1-True"	"Y"	"N"	"Y"	"Y"	"Y"	"Y"		"4-Strongly agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"1-Disagree"	"4-Strongly agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"N"		"1-None"	""	""		""	"N"		""	"N"		""	""		"4-Very likely"	"3-Likely"	"4-Very likely"	"4-Very likely"	"4-Very likely"	"1-Police"	"3-Community chairman or elders"	"1-Police"	"1-Police;3-Community chairman or elders"	"1-Police;3-Community chairman or elders"	"2-Unlikely"	""	"2-Unlikely"	""	"3-Likely"	"2-Police staion or police comm"	"N"	"N"	"N"	"N"	"0-Not at all worried"	"0-Not at all worried"	"3-Very worried"	"3-Very worried"	"4-Ourselves"	"3-Very sure"	"N"	"Y"	2	"N"			"0-Strongly disagree"	"2-Neither agree nor disagree"	"1-Disagree"	"3-Agree"		"1-Just a little"	"1-Not satisfied"	"3-Agree"	"4-Strongly agree"	"1-Yes"	"7-UP"	"1-Daily"	"2-Weekly"	"Y"	"4-Yes (less than monthly)"	"N"		"12/30/1899 10:51:00"	"Y"	"N"	"N"
	"22aug2017"	"11:06"	"1001-POINT 4 COMMUNITY"	1001	10011502		"1-Male"	65	6	"6-Completed high school"	"1-Christian"	"6-Gola"	"5-Gola"	"N"	"Y"	"1-Petty business"	"5-Unemployed"	2000	"1-LD"	4000	"1-LD"	"Y"	4	"4-Zinc or metal"	"88-Other"	"2-Coal"	"3-Well"	"3-More than 10 years"	"Y"	"N"	"N"	"N"	""		"2-Neither agree nor disagree"	3	0	"N"	"1-Disagree"	"3-Agree"	"1-Disagree"	"3-Agree"		0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	1	"1-Once"	"Some member of the community fight among themselves for property."	"0-Nowhere"	1	"1-Once"	"The cause of child abuse is because the parents are not satify."	"3-Town chairman/Community lead"	"N"	""	"Y"	"1-Once"	"1-Not justified"	"1-Not justified"	"1-Not justified"		"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"2-Professional Standards Divis;4-Ministry of justice"	"1-True"	"1-True"	"0-False"	"1-True"	"1-True"	"Y"	"1-True"	"N"	"N"	"Y"	"N"	"N"	"N"		"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"2-Neither agree nor disagree"	"3-Agree"	"1-Disagree"	"3-Agree"	"4-Strongly agree"	"3-Agree"	"3-Agree"	"2-Neither agree nor disagree"	"3-Agree"	"3-Agree"	"2-Neither agree nor disagree"	"3-Agree"	"3-Agree"	"3-Agree"	"Y"		"1-None"	""	""		""	"N"		""	"N"		""	""		"4-Very likely"	"4-Very likely"	"4-Very likely"	"4-Very likely"	"4-Very likely"	"1-Police"	"3-Community chairman or elders"	"1-Police"	"1-Police"	"1-Police;3-Community chairman or elders"	"4-Very likely"	"2-Police staion or police comm"	"4-Very likely"	"2-Police staion or police comm"	"4-Very likely"	"2-Police staion or police comm"	"Y"	"Y"	"Y"	"Y"	"0-Not at all worried"	"0-Not at all worried"	"3-Very worried"	"3-Very worried"	"2-CWT"	"3-Very sure"	"Y"	"Y"	10	"Y"	5		"0-Strongly disagree"	"2-Neither agree nor disagree"	"1-Disagree"	"1-Disagree"		"3-A lot"	"2-Satisfied"	"1-Disagree"	"4-Strongly agree"	"1-Yes"	"6-PUP"	"4-Seasonally"	"4-Seasonally"	"Y"	"1-Yes (nightly)"	"Y"		"12/30/1899 12:01:00"	"Y"	"N"	"N"
	"22aug2017"	"12:14"	"1001-POINT 4 COMMUNITY"	1001	10011503		"2-Female"	31	6	"5-Some high school"	"1-Christian"	"11-Kru"	"10-Kru"	"N"	"Y"	"0-None"	"5-Unemployed"	0	""	2000	"1-LD"	"Y"	8	"4-Zinc or metal"	"5-Bricks"	"2-Coal"	"3-Well"	"3-More than 10 years"	"N"	"N"	"N"	"N"	""		"3-Agree"	3	1	"N"	"1-Disagree"	"1-Disagree"	"3-Agree"	"2-Neither agree nor disagree"		0		""	""	""	1	1	"The burglary bust my door and take her child shoe, her phone along with some money."	"3-Town chairman/Community lead"	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0	""	""	""	1	"1-Once"	"The burglary bust my neighbour door and took vedio dise, money and .any vaulable materials."	"3-Town chairman/Community lead"	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	"N"	""	"N"	""	"3-Justified"	"3-Justified"	"3-Justified"		"0-False"	"1-True"	"0-False"	"1-True"	"1-True"	"1-True"	"1-True"	"1-True"	"1-Police Commander"	"0-False"	"1-True"	"1-True"	"1-True"	"1-True"	"Y"	"1-True"	"Y"	"N"	"Y"	"N"	"N"	"N"		"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"2-Neither agree nor disagree"	"3-Agree"	"1-Disagree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"4-Strongly agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"N"		"1-None"	""	""		""	"N"		""	"N"		""	""		"2-Unlikely"	"3-Likely"	"2-Unlikely"	"4-Very likely"	"3-Likely"	"1-Police;3-Community chairman or elders;4-Community watch group"	"1-Police;3-Community chairman or elders"	"1-Police;4-Community watch group"	"1-Police;4-Community watch group"	"3-Community chairman or elders"	"2-Unlikely"	""	"2-Unlikely"	""	"2-Unlikely"	""	"N"	"N"	"N"	"N"	"0-Not at all worried"	"0-Not at all worried"	"3-Very worried"	"3-Very worried"	"1-Police;2-CWT;3-God"	"2-Sure"	"N"	"N"		"N"			"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"		"0-Not at all"	"1-Not satisfied"	"1-Disagree"	"4-Strongly agree"	"1-Yes"	"4-CDC"	"3-Monthly"	"4-Seasonally"	"Y"	"4-Yes (less than monthly)"	"N"		"12/30/1899 13:15:00"	"Y"	"N"	"N"
	"22aug2017"	"01:20"	"1001-POINT 4 COMMUNITY"	1001	10011504		"1-Male"	39	2	"2-Completed ABC"	"1-Christian"	"14-Mano"	"13-Mano"	"N"	"N"	"11-Skilled trade"	"5-Unemployed"	3000	"1-LD"	3000	"1-LD"	"Y"	9	"4-Zinc or metal"	"88-Other"	"2-Coal"	"3-Well"	"3-More than 10 years"	"N"	"N"	"N"	"N"	""		"3-Agree"	0	0	"Y"	"3-Agree"	"1-Disagree"	"3-Agree"	"2-Neither agree nor disagree"		0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0	""	""	""	1	"1-Once"	"The burglary enter in my neighbour house and steal cloth, tape , his phone and many things."	"1-Police"	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	1	"1-Once"	"The dispute is mainly b/w family fighting for property because of dissatifition."	"1-Police"	0	""	""	""	"N"	""	"N"	""	"1-Not justified"	"1-Not justified"	"1-Not justified"		"0-False"	"1-True"	"0-False"	"1-True"	"1-True"	"1-True"	"1-True"	"1-True"	"1-Police Commander"	"1-True"	"1-True"	"1-True"	"1-True"	"1-True"	"Y"	"1-True"	"Y"	"N"	"Y"	"Y"	"Y"	"N"		"0-Strongly disagree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"3-Agree"	"4-Strongly agree"	"3-Agree"	"3-Agree"	"0-Strongly disagree"	"1-Disagree"	"3-Agree"	"3-Agree"	"N"		"1-None"	""	""		""	"N"		""	"N"		""	""		"4-Very likely"	"4-Very likely"	"3-Likely"	"4-Very likely"	"4-Very likely"	"1-Police"	"3-Community chairman or elders"	"1-Police"	"1-Police"	"1-Police"	"2-Unlikely"	""	"2-Unlikely"	""	"2-Unlikely"	""	"N"	"N"	"N"	"N"	"0-Not at all worried"	"0-Not at all worried"	"3-Very worried"	"3-Very worried"	"1-Police;2-CWT"	"3-Very sure"	"N"	"N"		"N"			"1-Disagree"	"1-Disagree"	"1-Disagree"	"0-Strongly disagree"		"3-A lot"	"2-Satisfied"	"3-Agree"	"4-Strongly agree"	"1-Yes"	"7-UP"	"1-Daily"	"3-Monthly"	"Y"	"1-Yes (nightly)"	"Y"		"12/30/1899 14:46:00"	"Y"	"N"	"N"
	"22aug2017"	"02:50"	"1001-POINT 4 COMMUNITY"	1001	10011505		"2-Female"	40	10	"2-Completed ABC"	"1-Christian"	"11-Kru"	"10-Kru"	"N"	"N"	"2-Buying and selling"	"5-Unemployed"	2000	"1-LD"	5000	"1-LD"	"Y"	8	"4-Zinc or metal"	"4-Cement/Mud and cement"	"2-Coal"	"3-Well"	"3-More than 10 years"	"Y"	"N"	"N"	"Y"	"1-Regular LNP"		"2-Neither agree nor disagree"	0	0	"N"	"1-Disagree"	"0-Strongly disagree"	"4-Strongly agree"	"0-Strongly disagree"		0		""	""	""	1	1	"The burglary came on me at night when l was sleeping and they bust the door and they took my feet wear, phone and 3000LD."	"0-Nowhere"	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0		""	""	""	0	""	""	""	1	"5-More than ten times"	"The burglary enter my neighbour house and took 3 phone with 1 laptop."	"0-Nowhere"	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	0	""	""	""	"N"	""	"N"	""	"3-Justified"	"3-Justified"	"3-Justified"		"0-False"	"1-True"	"0-False"	"1-True"	"1-True"	"1-True"	"1-True"	"1-True"	"1-Police Commander"	"1-True"	"1-True"	"1-True"	"1-True"	"1-True"	"Y"	"1-True"	"N"	"N"	"Y"	"N"	"N"	"N"		"0-Strongly disagree"	"0-Strongly disagree"	"1-Disagree"	"4-Strongly agree"	"1-Disagree"	"3-Agree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"	"3-Agree"	"4-Strongly agree"	"3-Agree"	"3-Agree"	"0-Strongly disagree"	"1-Disagree"	"3-Agree"	"3-Agree"	"N"		"1-None"	""	""		""	"N"		""	"N"		""	""		"2-Unlikely"	"2-Unlikely"	"2-Unlikely"	"4-Very likely"	"3-Likely"	"4-Community watch group;6-UNMIL/UNPOL"	"3-Community chairman or elders"	"4-Community watch group;6-UNMIL/UNPOL"	"4-Community watch group;6-UNMIL/UNPOL"	"3-Community chairman or elders"	"2-Unlikely"	""	"2-Unlikely"	""	"2-Unlikely"	""	"N"	"N"	"N"	"N"	"0-Not at all worried"	"0-Not at all worried"	"3-Very worried"	"3-Very worried"	"2-CWT;3-God;5-UNMIL or UNPOL"	"3-Very sure"	"N"	"Y"	10	"Y"	5		"1-Disagree"	"1-Disagree"	"1-Disagree"	"1-Disagree"		"0-Not at all"	"0-Not at all satisfied"	"1-Disagree"	"4-Strongly agree"	"1-Yes"	"4-CDC"	"5-Less than seasonally or never"	"5-Less than seasonally or never"	"N"	""	"N"		"12/30/1899 15:51:00"	"Y"	"N"	"N"
